cap-shape,cap-color,odor,gill-size,gill-color,stalk-color-above-ring,veil-color,ring-type,spore-print-color,population,habitat
convex,yellow,almond,broad,black,white,white,pendant,black,scattered,meadows
flat,yellow,almond,narrow,brown,white,white,pendant,brown,several,woods
convex,gray,none,narrow,black,white,white,pendant,black,solitary,urban
convex,brown,pungent,narrow,pink,white,white,pendant,black,scattered,urban
convex,yellow,almond,broad,white,white,white,pendant,brown,solitary,paths
flat,brown,almond,broad,brown,white,white,pendant,black,scattered,paths
convex,white,none,broad,chocolate,white,white,evanescent,black,abundant,grasses
convex,brown,none,broad,purple,gray,white,pendant,brown,several,woods
convex,gray,none,broad,chocolate,white,white,evanescent,brown,abundant,grasses
convex,white,almond,broad,white,white,white,pendant,brown,scattered,grasses
convex,gray,none,broad,chocolate,white,white,evanescent,brown,scattered,grasses
flat,brown,pungent,narrow,brown,white,white,pendant,brown,scattered,urban
convex,brown,none,broad,pink,gray,white,pendant,black,several,woods
convex,gray,none,broad,black,white,white,evanescent,black,abundant,grasses
convex,red,none,broad,white,white,white,pendant,black,several,woods
convex,brown,none,broad,purple,gray,white,pendant,black,solitary,woods
convex,gray,none,broad,pink,white,white,evanescent,brown,abundant,grasses
convex,yellow,anise,broad,white,white,white,pendant,brown,scattered,paths
convex,brown,none,broad,black,white,white,evanescent,black,scattered,grasses
bell,yellow,anise,broad,black,white,white,pendant,black,scattered,grasses
convex,white,anise,narrow,pink,white,white,pendant,brown,several,woods
flat,gray,none,broad,black,white,white,evanescent,brown,scattered,grasses
convex,yellow,anise,broad,white,white,white,pendant,black,numerous,grasses
convex,brown,none,broad,chocolate,white,white,evanescent,brown,scattered,grasses
flat,white,none,broad,chocolate,white,white,evanescent,brown,abundant,grasses
convex,yellow,anise,narrow,brown,white,white,pendant,brown,several,woods
convex,gray,none,broad,black,white,white,evanescent,brown,scattered,grasses
convex,gray,none,broad,brown,white,white,evanescent,brown,scattered,grasses
flat,white,pungent,narrow,black,white,white,pendant,black,scattered,urban
flat,yellow,anise,narrow,pink,white,white,pendant,purple,several,woods
convex,white,almond,broad,black,white,white,pendant,black,scattered,grasses
flat,white,none,broad,pink,white,white,evanescent,brown,abundant,grasses
convex,brown,none,broad,purple,gray,white,pendant,black,several,woods
convex,brown,anise,broad,brown,white,white,pendant,brown,scattered,grasses
convex,white,none,broad,chocolate,white,white,evanescent,brown,abundant,grasses
flat,white,pungent,narrow,black,white,white,pendant,brown,several,grasses
convex,yellow,almond,broad,black,white,white,pendant,brown,scattered,grasses
convex,gray,none,broad,pink,pink,white,pendant,black,solitary,woods
flat,yellow,anise,broad,pink,white,white,pendant,black,scattered,paths
flat,gray,none,broad,black,white,white,evanescent,black,abundant,grasses
flat,brown,none,narrow,pink,white,white,pendant,brown,solitary,urban
flat,white,pungent,narrow,brown,white,white,pendant,brown,several,grasses
flat,gray,none,broad,black,white,white,evanescent,brown,scattered,grasses
convex,brown,anise,broad,pink,white,white,pendant,black,scattered,paths
flat,white,none,broad,chocolate,white,white,evanescent,black,abundant,grasses
flat,brown,pungent,narrow,black,white,white,pendant,brown,several,urban
bell,yellow,anise,broad,black,white,white,pendant,black,numerous,meadows
flat,gray,none,broad,brown,white,white,evanescent,black,scattered,grasses
bell,white,anise,broad,white,white,white,pendant,black,numerous,grasses
flat,gray,none,broad,pink,white,white,evanescent,brown,scattered,grasses
bell,white,anise,broad,brown,white,white,pendant,brown,numerous,meadows
convex,white,anise,broad,white,white,white,pendant,black,numerous,meadows
flat,brown,pungent,narrow,brown,white,white,pendant,black,several,grasses
convex,yellow,anise,broad,white,white,white,pendant,black,scattered,grasses
sunken,brown,none,narrow,brown,white,white,pendant,black,solitary,urban
convex,brown,almond,broad,brown,white,white,pendant,black,solitary,grasses
flat,gray,none,broad,brown,white,white,evanescent,brown,abundant,grasses
flat,yellow,anise,narrow,brown,white,white,pendant,purple,several,woods
convex,gray,none,broad,pink,white,white,evanescent,brown,abundant,grasses
flat,brown,pungent,narrow,brown,white,white,pendant,black,several,urban
convex,gray,none,broad,pink,white,white,evanescent,black,abundant,grasses
convex,gray,none,broad,chocolate,white,white,evanescent,black,abundant,grasses
convex,gray,none,broad,chocolate,white,white,evanescent,black,scattered,grasses
convex,brown,pungent,narrow,brown,white,white,pendant,brown,scattered,grasses
convex,brown,none,broad,black,white,white,evanescent,brown,abundant,grasses
flat,white,none,broad,black,white,white,evanescent,brown,scattered,grasses
convex,gray,none,broad,chocolate,white,white,evanescent,brown,scattered,grasses
convex,brown,pungent,narrow,white,white,white,pendant,brown,scattered,grasses
flat,brown,none,broad,brown,white,white,evanescent,brown,abundant,grasses
flat,white,none,broad,brown,white,white,evanescent,black,abundant,grasses
convex,white,pungent,narrow,brown,white,white,pendant,black,several,urban
flat,gray,none,broad,black,white,white,evanescent,brown,abundant,grasses
bell,yellow,anise,broad,black,white,white,pendant,brown,numerous,grasses
convex,brown,none,broad,chocolate,white,white,evanescent,brown,abundant,grasses
flat,brown,none,broad,black,white,white,evanescent,black,abundant,grasses
flat,white,pungent,narrow,brown,white,white,pendant,black,scattered,grasses
convex,brown,almond,broad,white,white,white,pendant,brown,scattered,grasses
flat,white,none,broad,black,white,white,evanescent,black,abundant,grasses
flat,brown,anise,broad,pink,white,white,pendant,black,scattered,grasses
flat,gray,none,broad,pink,white,white,evanescent,black,scattered,grasses
flat,gray,none,broad,brown,white,white,evanescent,brown,scattered,grasses
flat,gray,none,broad,chocolate,white,white,evanescent,brown,scattered,grasses
flat,brown,none,broad,black,white,white,evanescent,black,scattered,grasses
convex,gray,none,broad,chocolate,white,white,evanescent,brown,scattered,grasses
convex,white,none,broad,pink,white,white,evanescent,black,scattered,grasses
flat,white,none,broad,black,white,white,evanescent,black,abundant,grasses
convex,brown,none,broad,pink,white,white,evanescent,brown,scattered,grasses
convex,brown,none,broad,pink,pink,white,pendant,black,several,woods
flat,yellow,almond,narrow,pink,white,white,pendant,purple,several,woods
convex,white,none,broad,pink,white,white,evanescent,black,scattered,grasses
flat,white,none,broad,pink,white,white,evanescent,black,abundant,grasses
bell,yellow,almond,broad,black,white,white,pendant,brown,numerous,grasses
convex,white,none,broad,chocolate,white,white,evanescent,brown,abundant,grasses
convex,gray,none,broad,black,white,white,evanescent,black,abundant,grasses
flat,brown,pungent,narrow,pink,white,white,pendant,brown,several,urban
convex,gray,none,broad,brown,white,white,evanescent,black,abundant,grasses
convex,brown,pungent,narrow,pink,white,white,pendant,black,scattered,grasses
flat,white,none,broad,black,white,white,evanescent,brown,scattered,grasses
convex,white,almond,broad,gray,white,white,pendant,black,numerous,grasses
convex,brown,none,broad,chocolate,white,white,evanescent,black,scattered,grasses
convex,brown,none,broad,brown,white,white,pendant,brown,solitary,woods
bell,yellow,anise,broad,white,white,white,pendant,brown,scattered,grasses
flat,white,none,broad,chocolate,white,white,evanescent,brown,abundant,grasses
convex,brown,none,broad,brown,white,white,evanescent,brown,abundant,grasses
flat,white,none,broad,brown,white,white,evanescent,brown,abundant,grasses
convex,brown,none,broad,pink,white,white,pendant,brown,several,woods
flat,white,none,broad,chocolate,white,white,evanescent,brown,scattered,grasses
convex,white,none,broad,black,white,white,evanescent,black,abundant,grasses
convex,brown,none,broad,brown,white,white,evanescent,brown,abundant,grasses
convex,white,none,broad,brown,white,white,evanescent,brown,scattered,grasses
flat,gray,none,broad,black,white,white,evanescent,black,scattered,grasses
convex,gray,none,broad,brown,white,white,evanescent,brown,abundant,grasses
convex,gray,none,broad,chocolate,white,white,evanescent,black,abundant,grasses
flat,brown,none,broad,chocolate,white,white,evanescent,black,abundant,grasses
flat,white,none,broad,pink,white,white,evanescent,black,abundant,grasses
flat,brown,almond,broad,brown,white,white,pendant,black,solitary,paths
convex,white,pungent,narrow,black,white,white,pendant,brown,several,grasses
flat,gray,none,broad,chocolate,white,white,evanescent,black,abundant,grasses
convex,white,pungent,narrow,brown,white,white,pendant,black,several,grasses
bell,white,almond,broad,black,white,white,pendant,brown,scattered,meadows
convex,gray,none,broad,brown,white,white,evanescent,black,scattered,grasses
flat,gray,none,broad,chocolate,white,white,evanescent,black,abundant,grasses
flat,white,none,broad,brown,white,white,evanescent,brown,scattered,grasses
flat,gray,none,broad,chocolate,white,white,evanescent,black,scattered,grasses
bell,white,almond,broad,gray,white,white,pendant,brown,numerous,grasses
convex,gray,none,broad,brown,white,white,evanescent,black,scattered,grasses
convex,red,none,broad,pink,white,white,pendant,brown,several,woods
convex,yellow,almond,broad,pink,white,white,pendant,black,scattered,paths
convex,white,none,broad,black,white,white,evanescent,black,scattered,grasses
bell,white,almond,broad,white,white,white,pendant,brown,numerous,meadows
convex,brown,pungent,narrow,black,white,white,pendant,black,several,grasses
convex,brown,none,broad,pink,pink,white,pendant,black,solitary,woods
flat,brown,none,broad,brown,white,white,evanescent,black,scattered,grasses
bell,white,almond,broad,gray,white,white,pendant,brown,numerous,meadows
convex,gray,none,broad,brown,white,white,evanescent,black,scattered,grasses
convex,brown,none,broad,purple,pink,white,pendant,black,several,woods
flat,white,none,broad,pink,white,white,evanescent,brown,abundant,grasses
convex,brown,none,narrow,gray,white,white,pendant,black,several,urban
convex,gray,none,narrow,gray,white,white,pendant,black,several,urban
convex,gray,none,narrow,pink,white,white,pendant,black,solitary,urban
bell,yellow,anise,broad,gray,white,white,pendant,black,scattered,meadows
flat,brown,none,narrow,gray,white,white,pendant,brown,several,urban
convex,white,none,broad,black,white,white,evanescent,brown,abundant,grasses
flat,brown,almond,broad,white,white,white,pendant,black,scattered,paths
convex,brown,anise,broad,pink,white,white,pendant,black,solitary,paths
convex,yellow,anise,broad,pink,white,white,pendant,black,solitary,grasses
flat,gray,none,broad,chocolate,white,white,evanescent,brown,abundant,grasses
convex,white,almond,broad,brown,white,white,pendant,black,numerous,grasses
convex,white,almond,broad,brown,white,white,pendant,black,scattered,grasses
flat,white,none,broad,brown,white,white,evanescent,brown,abundant,grasses
flat,gray,none,broad,chocolate,white,white,evanescent,black,abundant,grasses
flat,brown,pungent,narrow,pink,white,white,pendant,black,several,urban
convex,yellow,anise,broad,brown,white,white,pendant,brown,scattered,grasses
convex,brown,none,broad,pink,white,white,evanescent,brown,scattered,grasses
convex,white,none,broad,pink,white,white,evanescent,black,scattered,grasses
convex,yellow,anise,broad,white,white,white,pendant,brown,scattered,meadows
convex,red,none,broad,pink,gray,white,pendant,brown,several,woods
flat,brown,anise,broad,pink,white,white,pendant,brown,scattered,paths
bell,white,almond,broad,gray,white,white,pendant,black,numerous,grasses
convex,brown,pungent,narrow,black,white,white,pendant,black,scattered,grasses
convex,gray,none,broad,black,white,white,evanescent,black,scattered,grasses
bell,white,almond,broad,brown,white,white,pendant,brown,numerous,meadows
convex,white,anise,broad,black,white,white,pendant,brown,numerous,grasses
bell,yellow,anise,broad,black,white,white,pendant,black,scattered,meadows
convex,white,anise,broad,white,white,white,pendant,brown,numerous,grasses
convex,yellow,almond,broad,gray,white,white,pendant,brown,numerous,grasses
bell,white,almond,broad,white,white,white,pendant,black,numerous,grasses
flat,brown,none,broad,black,white,white,evanescent,black,scattered,grasses
flat,white,pungent,narrow,brown,white,white,pendant,brown,scattered,grasses
flat,brown,none,broad,chocolate,white,white,evanescent,brown,abundant,grasses
flat,brown,none,broad,chocolate,white,white,evanescent,black,abundant,grasses
flat,white,pungent,narrow,pink,white,white,pendant,black,scattered,urban
flat,white,none,broad,chocolate,white,white,evanescent,black,abundant,grasses
convex,white,none,broad,pink,white,white,evanescent,brown,scattered,grasses
convex,brown,none,broad,pink,white,white,evanescent,black,abundant,grasses
flat,brown,none,broad,pink,white,white,evanescent,black,abundant,grasses
flat,yellow,almond,broad,brown,white,white,pendant,black,solitary,grasses
convex,gray,none,broad,brown,white,white,evanescent,black,abundant,grasses
convex,brown,none,broad,brown,white,white,evanescent,black,abundant,grasses
flat,brown,pungent,narrow,black,white,white,pendant,brown,several,grasses
convex,white,none,broad,pink,white,white,evanescent,brown,abundant,grasses
flat,brown,none,broad,pink,white,white,evanescent,black,scattered,grasses
flat,white,none,broad,chocolate,white,white,evanescent,brown,abundant,grasses
flat,white,none,broad,black,white,white,evanescent,brown,scattered,grasses
convex,yellow,almond,broad,brown,white,white,pendant,black,scattered,grasses
